Date,Price,Open,High,Low,Vol.,Change %
"Nov 18, 2020",17774.6,17662.3,18466.1,17258.9,233.43K,0.64%
"Nov 19, 2020",17803.5,17775.1,18166,17380.1,135.94K,0.16%
"Nov 20, 2020",18675.2,17805.5,18811,17758.4,134.42K,4.90%
"Nov 21, 2020",18687.2,18673.8,18966,18397.5,108.91K,0.06%
"Nov 22, 2020",18412.9,18689.3,18751.5,17644.6,121.76K,-1.47%
"Nov 23, 2020",18379.6,18428.1,18756.8,18016,127.35K,-0.18%
"Nov 24, 2020",19152.6,18394.6,19416.6,18074.8,180.79K,4.21%
"Nov 25, 2020",18723,19151.5,19486.7,18527.7,146.12K,-2.24%
"Nov 26, 2020",17162,18721.9,18894.9,16235.2,312.07K,-8.34%
"Nov 27, 2020",17127.1,17160.9,17450.3,16481.6,138.80K,-0.20%
"Nov 28, 2020",17730.7,17142.6,17874.4,16874.4,95.20K,3.52%
"Nov 29, 2020",18185.5,17729.7,18336.3,17530.4,79.12K,2.57%
"Nov 30, 2020",19698.1,18186,19831.2,18186,185.59K,8.32%
"Dec 01, 2020",18770.7,19697.8,19897.4,18257,208.72K,-4.71%
"Dec 02, 2020",19218.8,18767.9,19335.5,18346.7,91.92K,2.39%
"Dec 03, 2020",19433.3,19219.8,19596.6,18883.7,99.97K,1.12%
"Dec 04, 2020",18658.1,19431.1,19529.5,18610.8,110.63K,-3.99%
"Dec 05, 2020",19146.5,18657.5,19172.7,18507.1,59.44K,2.62%
"Dec 06, 2020",19379.9,19146,19417.1,18873,54.56K,1.22%
"Dec 07, 2020",19170.7,19368.4,19424.6,18908.8,61.98K,-1.08%
"Dec 08, 2020",18326.6,19170.8,19288.6,18229.2,101.41K,-4.40%
"Dec 09, 2020",18546,18322.4,18637.9,17658.8,129.72K,1.20%
"Dec 10, 2020",18247.2,18546.1,18551.8,17926.8,85.31K,-1.61%
"Dec 11, 2020",18023.6,18250.5,18288.3,17600.1,111.53K,-1.23%
"Dec 12, 2020",18808.9,18026.7,18936.2,18025.1,71.37K,4.36%
"Dec 13, 2020",19176.8,18808.1,19403.6,18716.8,82.45K,1.96%
"Dec 14, 2020",19273.8,19176.4,19346.5,19007,67.11K,0.51%
"Dec 15, 2020",19434.9,19273.9,19556.3,19076.2,98.39K,0.84%
"Dec 16, 2020",21352.2,19434.7,21525.3,19299.7,199.81K,9.87%
"Dec 17, 2020",22825.4,21352.3,23738,21243.1,310.74K,6.90%
"Dec 18, 2020",23127.9,22823.3,23272.8,22361.5,131.80K,1.33%
"Dec 19, 2020",23844,23127.6,24107.1,22797,133.88K,3.10%
"Dec 20, 2020",23474.9,23843.6,24280.9,23098.9,114.09K,-1.55%
"Dec 21, 2020",22728.5,23474.1,24101.9,22015.5,154.69K,-3.18%
"Dec 22, 2020",23823.2,22730.4,23825.4,22388.6,130.75K,4.82%
"Dec 23, 2020",23257.9,23820.8,24063.7,22694.7,178.47K,-2.37%
"Dec 24, 2020",23736.5,23253.2,23783.7,22737.3,104.59K,2.06%
"Dec 25, 2020",24689.6,23728.7,24778.9,23445.3,2.40K,4.02%
"Dec 26, 2020",26454.4,24714.7,26826,24515.1,155.77K,7.15%
"Dec 27, 2020",26261.3,26460.3,28360.3,25858.2,231.23K,-0.73%
"Dec 28, 2020",27057.8,26259.2,27444.9,26144.3,126.98K,3.03%
"Dec 29, 2020",27376,27065.3,27390.7,25902.8,119.57K,1.18%
"Dec 30, 2020",28868.7,27374.5,28979.3,27374.5,159.82K,5.45%
"Dec 31, 2020",28949.4,28866.8,29298.8,28025,136.69K,0.28%
